1.000000000000000000e+00,1.616252821670428608e-01
2.000000000000000000e+00,5.385462555066079793e-02
4.000000000000000000e+00,1.859513274336283550e-01
6.000000000000000000e+00,7.523281596452328079e-01
8.000000000000000000e+00,9.751136363636362381e-01
1.000000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00
