2.000000000000000000e+00,4.889135254988914020e-02
4.000000000000000000e+00,5.356687898089172728e-02
6.000000000000000000e+00,9.169000933706815404e-02
8.000000000000000000e+00,2.379850746268656891e-01
1.000000000000000000e+01,7.481286549707600875e-01
1.200000000000000000e+01,9.810300207039336362e-01
1.400000000000000000e+01,8.685263157894735908e-01
1.600000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+01,9.579705056179775857e-01
2.000000000000000000e+01,1.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+00
2.400000000000000000e+01,1.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+00
2.800000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00
